rid,id,text
g187077-d2250282-r285122402,g187077-d2250282-r285122402:1,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,g187077-d2250282-r285122402:2,Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps
g187077-d2250282-r285122402,g187077-d2250282-r285122402:3,
g187077-d3912314-r240787952,g187077-d3912314-r240787952:0,"Bar tapas le soir, décoration changeante et parfois approximative."
g187077-d3912314-r240787952,g187077-d3912314-r240787952:1,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique."
g187077-d3984325-r265548233,g187077-d3984325-r265548233:0,Depuis longtemps je voulais pousser la porte de cet endroit dans la zone portuaire de Bayonne et voilà nous l'avons fait!!!
g187077-d3984325-r265548233,g187077-d3984325-r265548233:1,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.
g187077-d3984325-r265548233,g187077-d3984325-r265548233:2,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .
g187077-d3984325-r265548233,g187077-d3984325-r265548233:3,Bonne soirée passé dans ce lieu
g187077-d3984325-r265548233,g187077-d3984325-r265548233:4,
g187079-d3590623-r272464202,g187079-d3590623-r272464202:0,"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile."
g187079-d3590623-r272464202,g187079-d3590623-r272464202:1,Service austère.
g187079-d3590623-r272464202,g187079-d3590623-r272464202:2,Que dire de plus?
g187079-d3590623-r272464202,g187079-d3590623-r272464202:3,Nous avons rarement aussi mal mangé à Bordeaux.
g187079-d3724139-r275447636,g187079-d3724139-r275447636:0,Déjà il y a un gros loupé niveau hygiène :le cuisinier sort dehors avec ses gants puis retourne en cuisine sans les changer ...
g187079-d3724139-r275447636,g187079-d3724139-r275447636:1,"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)"
g187079-d3724139-r275447636,g187079-d3724139-r275447636:2,Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).
g187079-d817721-r260340034,g187079-d817721-r260340034:0,"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée."
g187079-d817721-r260340034,g187079-d817721-r260340034:1,En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.
g187079-d817721-r260340034,g187079-d817721-r260340034:2,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente."
g187079-d817721-r280565787,g187079-d817721-r280565787:0,Mon coup de coeur de l'année 2014.
g187079-d817721-r280565787,g187079-d817721-r280565787:1,"Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€."
g187079-d817721-r280565787,g187079-d817721-r280565787:2,"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres)."
g187079-d817721-r280565787,g187079-d817721-r280565787:3,Possibilité de manger des plats à la carte sur la thématique du fromage.
g187079-d817721-r280565787,g187079-d817721-r280565787:4,Très belle cave à vin.
g187079-d817721-r280565787,g187079-d817721-r280565787:5,20/20 pour ce resto
g187079-d817721-r280565787,g187079-d817721-r280565787:6,
g187087-d1054346-r272330658,g187087-d1054346-r272330658:0,Un restaurant pour une soirée étape très sympa avec une réception accueillante.
g187087-d1054346-r272330658,g187087-d1054346-r272330658:1,"Simple mais efficace pour un repas du soir , à découvrir mais le midi cela doit être bien."
g187087-d1068283-r209933922,g187087-d1068283-r209933922:0,"Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir."
g187087-d3727373-r237692994,g187087-d3727373-r237692994:0,"Venus, comme chaque année depuis très longtemps, pour mon anniversaire, j'avais réservé sur internet."
g187087-d3727373-r237692994,g187087-d3727373-r237692994:1,"Nous arrivons, le responsable ne nous trouve pas sur les réservations."
g187087-d3727373-r237692994,g187087-d3727373-r237692994:2,Il nous dit qu'il ne regarde plus internet...Pourquoi proposer l'option dans ce cas ?????
g187087-d3727373-r237692994,g187087-d3727373-r237692994:3,Et nous case où il peut...
g187087-d3727373-r237692994,g187087-d3727373-r237692994:4,"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux."
g187087-d3727373-r237692994,g187087-d3727373-r237692994:5,"Ca a beaucoup changé, nous n'y remettrons plus les pieds....."
g187091-d1325827-r240732814,g187091-d1325827-r240732814:0,Cela faisait 15 ans que j était pas revenu
g187091-d1325827-r240732814,g187091-d1325827-r240732814:1,Très déçu:
g187091-d1325827-r240732814,g187091-d1325827-r240732814:2,Salle tres bruyante
g187091-d1325827-r240732814,g187091-d1325827-r240732814:3,Serveuse très spécial
g187091-d1325827-r240732814,g187091-d1325827-r240732814:4,"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """
g187091-d1325827-r240732814,g187091-d1325827-r240732814:5,Repas pas tres bien présenté
g187091-d1325827-r240732814,g187091-d1325827-r240732814:6,Digestion compliqué le lendemain tous mes amis et moi même...
g187091-d1327273-r194284231,g187091-d1327273-r194284231:0,"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc."
g187091-d1327273-r194284231,g187091-d1327273-r194284231:1,Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...
g187091-d1327273-r194284231,g187091-d1327273-r194284231:2,Pourtant les plats sont bons et la déco sympa.
g187091-d2221132-r263477843,g187091-d2221132-r263477843:0,Invité pour un dîner professionnel (groupe de 20 personnes) on nous a présenté ce restaurant comme une bonne adresse de la ville.
g187091-d2221132-r263477843,g187091-d2221132-r263477843:1,C'est donc avec l'eau à la bouche que nous avons été reçus dans cet établissement.
g187091-d2221132-r263477843,g187091-d2221132-r263477843:2,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)"
g187091-d2221132-r263477843,g187091-d2221132-r263477843:3,
g187091-d3464501-r235318144,g187091-d3464501-r235318144:0,"Petit restau suggéré par une amie, on ne regrette pas l''expérience !"
g187091-d3464501-r235318144,g187091-d3464501-r235318144:1,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux."
g187091-d3464501-r235318144,g187091-d3464501-r235318144:2,A recommander absolument.
g187091-d5025303-r276491720,g187091-d5025303-r276491720:0,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité."
g187091-d5025303-r276491720,g187091-d5025303-r276491720:1,Vraiment je recommande chaudement cette adresse.
g187095-d1872852-r270870454,g187095-d1872852-r270870454:0,J'ai tout aimé ... :-)
g187095-d1872852-r270870454,g187095-d1872852-r270870454:1,Accueil et service sont agréables et efficaces
g187095-d1872852-r270870454,g187095-d1872852-r270870454:2,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton
g187095-d1872852-r270870454,g187095-d1872852-r270870454:3,
g187095-d1872852-r270870454,g187095-d1872852-r270870454:4,Restaurant bondé le midi mieux vaut arriver tôt
g187095-d1954560-r227348486,g187095-d1954560-r227348486:0,"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande."
g187095-d1954560-r227348486,g187095-d1954560-r227348486:1,Comptez trois quarts d'heure pour avoir uniquement le plat.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:2,D'ailleurs plat qui nous est grossièrement transmit de mains à mains.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:3,Je n'appelle pas ça un service digne d'un restaurants.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:4,Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:5,Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:6,Nous avons donc décidés de partir sans dessert !
g187095-d1954560-r227348486,g187095-d1954560-r227348486:7,Départ aussi désagréable que l'accueil.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:8,Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:9,Beaucoup trop onéreux pour la qualité des plats.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:10,Un rapport qualité/prix qui se passe donc de commentaire.
g187095-d1954560-r227348486,g187095-d1954560-r227348486:11,Je déconseille +++ .
g187095-d2489564-r275289811,g187095-d2489564-r275289811:0,"Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,..."
g187095-d2489564-r275289811,g187095-d2489564-r275289811:1,AFFREUX!!! à déconseiller!!!
g187095-d3747513-r268495052,g187095-d3747513-r268495052:0,Très bon restaurant .Repas effectué le midi en groupe
g187095-d3747513-r268495052,g187095-d3747513-r268495052:1,"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant"
g187095-d3747513-r268495052,g187095-d3747513-r268495052:2,Un resto très sympa
g187103-d1327074-r281100867,g187103-d1327074-r281100867:0,endroit décontracté simple.
g187103-d1327074-r281100867,g187103-d1327074-r281100867:1,sans prétention
g187103-d1327074-r281100867,g187103-d1327074-r281100867:2,mais un moment agréable avec des amis pour un rapport qualité prix imbattable
g187103-d1327074-r281100867,g187103-d1327074-r281100867:3,
g187103-d1327074-r281100867,g187103-d1327074-r281100867:4,très bonne paella ( pour les connaisseurs ) oui grillée dans le fond comme à Barcelone
g187103-d1327074-r281100867,g187103-d1327074-r281100867:5,tapas copieuses et bonnes
g187103-d1327074-r281100867,g187103-d1327074-r281100867:6,viandes excellentes pour les amateurs
g187103-d1327074-r281100867,g187103-d1327074-r281100867:7,
g187103-d1327074-r281100867,g187103-d1327074-r281100867:8,patron atypique mais à connaître.
g187103-d1327074-r281100867,g187103-d1327074-r281100867:9,très à l écoute !!
g187103-d2329304-r282963974,g187103-d2329304-r282963974:0,"1ère fois que le service n'est pas à la hauteur de la cuisine dans les restos que je fréquente à Rennes, dommage."
g187103-d2329304-r282963974,g187103-d2329304-r282963974:1,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant)."
g187103-d2329304-r282963974,g187103-d2329304-r282963974:2,"La viande est bonne, bien cuite comme demandé."
g187103-d2329304-r282963974,g187103-d2329304-r282963974:3,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre."
g187103-d2329304-r282963974,g187103-d2329304-r282963974:4,"Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin..."
g187103-d2356006-r280461370,g187103-d2356006-r280461370:0,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose
g187103-d2356006-r280461370,g187103-d2356006-r280461370:1,service tardif possible : pratique après un bon ciné
g187103-d2356006-r280461370,g187103-d2356006-r280461370:2,bon accueil
g187111-d2221139-r258427248,g187111-d2221139-r258427248:0,Un patron qui pourrait être un cas d'école dans les écoles d'hôtellerie.
g187111-d2221139-r258427248,g187111-d2221139-r258427248:1,"Il ne dit pas bonjour, baisse la tête, ne vous regarde dans pas dans les yeux et donne ce sentiment que vous le dérangez."
g187111-d2221139-r258427248,g187111-d2221139-r258427248:2,Je me suis permis de le remercier pour le service et de m'excuser de le déranger pendant son travail.
g187111-d2221139-r258427248,g187111-d2221139-r258427248:3,Il m'a répondu que ça l'ennuyait de travailler un dimanche.
g187111-d2221139-r258427248,g187111-d2221139-r258427248:4,Je vis à Dijon et c'est bien la dernière fois que j'y mets les pieds.
g187111-d2385660-r284846850,g187111-d2385660-r284846850:0,"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais."
g187111-d2385660-r284846850,g187111-d2385660-r284846850:1,"Mais la dernière fois, c'était un peu moins bien : la pâte à pizza était difficile à couper, ne faudrait-il pas que le patron achète de nouveaux couteaux, car ceux d'IKEA laissent à désirer pour ce gendre de plats."
g187111-d2385660-r284846850,g187111-d2385660-r284846850:2,Et toujours aussi difficile de venir manger sans avoir réservé !
g187111-d3423656-r282520762,g187111-d3423656-r282520762:0,"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse."
g187111-d3423656-r282520762,g187111-d3423656-r282520762:1,"La carte est banale, avec une option ""plats bourguignons"" classiques."
g187111-d3423656-r282520762,g187111-d3423656-r282520762:2,Carte des vins très limitée en choix aussi bien en quantité qu'en qualité.
g187111-d3423656-r282520762,g187111-d3423656-r282520762:3,Nous avons pris une andouillette sauce dijonnaise à la moutarde et son accompagnement de frites et une andouillette avec petits légumes et purée.
g187111-d3423656-r282520762,g187111-d3423656-r282520762:4,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également."
g187111-d3423656-r282520762,g187111-d3423656-r282520762:5,Globalement satisfaisant.
g187111-d3423656-r282520762,g187111-d3423656-r282520762:6,Rien à reprocher au service si ce n'est la hâte de fermer la boutique !
g187111-d5533894-r241388800,g187111-d5533894-r241388800:0,"Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain."
g187111-d5533894-r241388800,g187111-d5533894-r241388800:1,"Le responsable est souriant et accueillant, même s'il en fait parfois un peu trop, mais c'est mieux comme ça."
g187111-d5533894-r241388800,g187111-d5533894-r241388800:2,Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.
g187111-d5533894-r241388800,g187111-d5533894-r241388800:3,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison."
g187111-d5533894-r241388800,g187111-d5533894-r241388800:4,"En résumé cet établissement c'est un peu comme le Canada Dry, ça ressemble mais ça n'en est pas...."
g187122-d2219300-r244953567,g187122-d2219300-r244953567:0,Une ancienne expérience dans cet établissement en 2013 m'a donné envie d'y retourner
g187122-d2219300-r244953567,g187122-d2219300-r244953567:1,"Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire"
g187122-d2219300-r244953567,g187122-d2219300-r244953567:2,En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol
g187122-d2219300-r244953567,g187122-d2219300-r244953567:3,Je vous passe les plats tièdes et sans saveur appuyée
g187122-d2219300-r244953567,g187122-d2219300-r244953567:4,Le café offert ne peux pas tout effacer
g187122-d2219300-r244953567,g187122-d2219300-r244953567:5,"Donc déçu de ma seconde expérience, mon porte monnaie s'en souviendra"
g187122-d2253489-r276554003,g187122-d2253489-r276554003:0,Nous avons déjeuné dans ce restaurant en famille.
g187122-d2253489-r276554003,g187122-d2253489-r276554003:1,"Le cadre est convivial, le personnel y est agréable."
g187122-d2253489-r276554003,g187122-d2253489-r276554003:2,La carte est généreuse.
g187122-d2253489-r276554003,g187122-d2253489-r276554003:3,"Ayant pu goûter à la crêpe montagnarde, celle-ci est copieuse et bien garni."
g187122-d2253489-r276554003,g187122-d2253489-r276554003:4,"Le cidre, pas qu'exceptionnel, est frais et s'accompagne bien."
g187122-d2253489-r276554003,g187122-d2253489-r276554003:5,"Quand au prix, je ne les trouve pas excessif quand à la qualité des plats servi."
g187122-d2253489-r276554003,g187122-d2253489-r276554003:6,"A faire en famille, en couple ou entre amis"
g187122-d2253489-r276554003,g187122-d2253489-r276554003:7,
g187122-d2277420-r286816327,g187122-d2277420-r286816327:0,la décoration très sympa.
g187122-d2277420-r286816327,g187122-d2277420-r286816327:1,"l'endroit a une lumière feutré, c'est très agréable et très relaxant."
g187122-d2277420-r286816327,g187122-d2277420-r286816327:2,la cuisine est très bonne.
g187122-d2277420-r286816327,g187122-d2277420-r286816327:3,le service est nickel.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:0,"très déçu : Vaisselle, décor un peu vieillot."
g187122-d3253908-r246575372,g187122-d3253908-r246575372:1,"Toiles d'araignées, nappe pas très nette."
g187122-d3253908-r246575372,g187122-d3253908-r246575372:2,Côté repas nous avons dû réclamer deux fois pour avoir le vin que nous avions pris en apéritif.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:3,Le vin n'a pas été servi à la bonne température.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:4,De beaux verres auraient été appréciés pour boire un bon vin.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:5,"Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras."
g187122-d3253908-r246575372,g187122-d3253908-r246575372:6,Pour le dessert farandole de desserts : rien d'extraordinaire que des classiques avec beaucoup de crème au beurre.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:7,En revanche vous ne ressortez pas avec la faim car c'est copieux.
g187122-d3253908-r246575372,g187122-d3253908-r246575372:8,En conclusion bien trop cher pour ce que nous avons mangé : manque d originalité et le service n est pas à la hauteur.
g187140-d1322541-r286192533,g187140-d1322541-r286192533:0,On ne peut dire que du bien de ce restaurant.
g187140-d1322541-r286192533,g187140-d1322541-r286192533:1,Le cadre est tout simplement incroyable / le menu unique a 36 euros vous fait découvrir quelques plats typiques corses....
g187140-d1322541-r286192533,g187140-d1322541-r286192533:2,Attention menu pantagruélique...
g187140-d1322541-r286192533,g187140-d1322541-r286192533:3,De la bonne cuisine de grand mère qui tient au corps.
g187140-d1322541-r286192533,g187140-d1322541-r286192533:4,Et pour couronner le tout de sympathique serveurs a l accent prononcé avec toujours un brin d humour.
g187140-d1322541-r286192533,g187140-d1322541-r286192533:5,Franchement...quand on vient du pays basque...
g187140-d1322541-r286192533,g187140-d1322541-r286192533:6,On apprécie la chaleur Corse comme ça !
g187140-d1322541-r286192533,g187140-d1322541-r286192533:7,Bravo
g187140-d1322541-r286192533,g187140-d1322541-r286192533:8,
g187140-d1323739-r259481225,g187140-d1323739-r259481225:0,Pas terrible.
g187140-d1323739-r259481225,g187140-d1323739-r259481225:1,"Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca."
g187140-d1323739-r259481225,g187140-d1323739-r259481225:2,Ça ne vaut certes pas le prix...
g187140-d2066610-r265781517,g187140-d2066610-r265781517:0,Petit endroit sympa pour manger pendant notre escale de 2h après notre balade en bateau.
